"CO_NCM";"CO_SH6";"NO_NCM_POR";"NO_NCM_ING"
"12072900";"120729";"Sementes de algodão, exceto para semeadura";"Cotton seeds, except for sowing"
"12073010";"120730";"Sementes de rícino, para semeadura";"Castor seeds, for sowing"
"12073090";"120730";"Outras sementes de rícino, mesmo trituradas";"Other castor seeds, whether or not broken"
"12074010";"120740";"Sementes de gergelim, para semeadura";"Sesamum seeds, for sowing"
"12074090";"120740";"Outras sementes de gergelim, mesmo trituradas";"Other sesamum seeds, whether or not broken"
"12075010";"120750";"Sementes de mostarda, para semeadura";"Mustard seeds, for sowing"
"12075090";"120750";"Outras sementes de mostarda, mesmo trituradas";"Other mustard seeds, whether or not broken"
"12076010";"120760";"Sementes de cártamo, para semeadura";"Safflower seeds, for sowing"
"12076090";"120760";"Outras sementes de cártamo, mesmo trituradas";"Other safflower seeds, whether or not broken"
"12077010";"120770";"Sementes de melão, para semeadura";"Melon seeds for sowing"
"10019900";"100199";"Outros trigos e misturas de trigo com centeio, exceto para semeadura";"Other mixtures of wheat and rye, except for sowing"
"10020010";"100200";"Centeio para semeadura";"Rye for sowing"
"29415020";"294150";"Eritromicina e seus sais";"Erythromycin and its salts"
"29415090";"294150";"Outros derivados da eritromicina e seus sais";"Other derivatives of erythromycin and its salts"
"29419011";"294190";"Rifamicina s";"Rifamycin s"
"29419012";"294190";"Rifampicina (rifamicina amp)";"Rifampicin"
"29419013";"294190";"Rifamicina sv sódica";"Rifamycin sv sodium"
"29419019";"294190";"Outras rifamicinas, seus derivados e sais destes produtos";"Other rifamycin, its derivatives and its salts"
"29419021";"294190";"Cloridrato de lincomicina";"Lincomycin hydrochloride"
"29419022";"294190";"Fosfato de clindamicina";"Clindamycin phosphate"
"29419029";"294190";"Lincomicina, outros derivados e sais destes produtos";"Lincomycin, other derivatives and its salts"
"29419031";"294190";"Ceftriaxona e seus sais";"Cefadroxil and its salts"
"29419032";"294190";"Cefoperazona e seus sais, e cefazolina sódica";"Cefoperazone and its salts and cefazoline sodium"
"29419033";"294190";"Cefaclor e cefalexina monoidratados, e cefalotina sódica";"Cefaclor and cefalexin monohydrate,cefalotin sodium"
"29419034";"294190";"Cefadroxil e seus sais";"Cefadroxil and its salts"
"29419035";"294190";"Cefotaxima sódica";"Cefotaxime sodium"
"29419036";"294190";"Cefoxitina e seus sais";"Cefoxitin and its salts"
"29419037";"294190";"Cefalosporina c";"Cephalosporin c"
"29419039";"294190";"Outras cefalosporinas e cefamicinas, derivados e sais";"Oth.cephalosporin and cephamicin, derivatives and salts"
"29419041";"294190";"Sulfato de neomicina";"Neomycin sulphate"
"29419042";"294190";"Embonato de gentamicina (pamoato de gentamicina)";"Gentamycin embonate (gentamycin pamoate)"
"29419043";"294190";"Sulfato de gentamicina";"Gentamycin sulphate"
"29391017";"293910";"Diidrocodeina e seus sais";"Dihydrocodeine and its salts"
"29391018";"293910";"Oxicodona (""oxycodone"") e seus sais";"Oxycodone and its salts"
"29391019";"293910";"Etilmorfina (""ethylmorphine"") e seus sais";"Ethylmorphine and its salts"
"29391021";"293910";"Nicomorfina e seus sais";"Nicomorphine and its salts"
"3049900";"30499";"Outras carnes de peixes, frescos, refrigerados ou congelados";"Other fish meat,  fresh,  chilled or frozen"
"16041900";"160419";"Preparações e conservas de outros peixes, inteiros, em pedaços";"Prepared preserved, of other fish, whole or in pieces"
"16042010";"160420";"Outras preparações e conservas, de atuns";"Other prepared preserved, of tunas"
"16042020";"160420";"Outras preparações e conservas, de bonitos-listrados";"Other prepared preserved, of bonito"
"16042030";"160420";"Outras preparações e conservas, de sardinhas, sardinelas, etc.";"Other prepared preserved, of sardines, sardinelas, etc."
"16042090";"160420";"Outras preparações e conservas, de outros peixes";"Other prepared preserved, of other fish"
"16043000";"160430";"Caviar e seus sucedâneos";"Caviar and caviar substitutes"
"16043100";"160431";"Caviar";"Caviar"
"16043200";"160432";"Sucedâneos de caviar";"Caviar substitutes"
"16051000";"160510";"Preparações e conservas, de caranguejos";"Prepared preserved, of crab"
"16052000";"160520";"Preparações e conservas, de camarões";"Prepared preserved, of shrimps"
"16052100";"160521";"Preparações e conservas de camarões, não acondicionados em recipientes hermeticamente fechados";"Prepared or preserved,shrimp, not in closed container"
"4011010";"40110";"Leite UHT (Ultra High Temperature), com um teor, em peso, de matérias gordas, não superior a 1 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes";"Milk/cream fat content by weight<=1% n/concent.n/sug."
"4011090";"40110";"Outros leites e cremes, com um teor, em peso, de matérias gordas, não superior a 1 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes";"Other milk/cream fat content by weight<=1% n/conc.n/sug"
"4012010";"40120";"Leite UHT (Ultra High Temperature), com um teor, em peso, de matérias gordas, superior a 1 %, mas não superior a 6 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes";"Milk/cream  fat cont.b/wei exceed.1%but n/6%n/con.n/sug"
"4012090";"40120";"Outros leites e cremes, com um teor, em peso, de matérias gordas, superior a 1 %, mas não superior a 6 %, não concentrados nem adicionados de açúcar ou de outros edulcorantes";"Oth.milk/cream fat cont.b/wei exc.1%but n/6%n/con n/sug"
"4013010";"40130";"Leite contendo matéria gorda > 6%, não concentrado, não adocicado";"Milk of a  fat content  by exceeding 6% n/con n/sug"
"4013021";"40130";"Creme de leite, UHT, matéria gorda > 6%, não concentrado, não adocicado";"Cream of milk, uht, of fat cont.by exceed.6% n/con.n/sug"
"4013029";"40130";"Outros cremes de leite, matéria gorda > 6%, não concentrado, não adocicado";"Oth.cream milk of fat content by exceed.6%, n/con n/sug"
"5119110";"51191";"Ovas de peixe fecundadas, para reprodução";"Roes of fish, fecundated for reproduction"
"5119190";"51191";"Outros produtos de peixes, etc, impróprios para alimentação humana";"Other products of fish, etc.inappropriate forhuman consum"
"5119910";"51199";"Embriões de animais";"Embryos of animals"
"5119920";"51199";"Sêmen animal";"Animal semen"
"5119930";"51199";"Ovos de bicho-da-sêda";"Silk-worm eggs"
"5119990";"51199";"Outros produtos de animais, impróprios para alimentação humana";"Oth.products of anim., etc.inappropriate forhuman consum."
"5119991";"51199";"Crinas e seus desperdícios, mesmo em mantas, com ou sem suportes";"Horsehair and waste,  even in webs"
"5119999";"51199";"Outros produtos de origem animal, impróprios para alimentação humana";"Other products ofanimal origin,  inappropriate for human consumption"
"6011000";"60110";"Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em repouso vegetativo";"Bulbs, tubers, rhizomes, etc.in vegetative rest"
"6012000";"60120";"Bulbos, tubérculos, raízes tuberosas, rebentos e rizomas, em vegetação ou em flor, mudas, plantas e raízes de chicória";"Bulbs, tubers, rhizomes, etc.in veg.in flow.chicory plants"
"6021000";"60210";"Estacas não enraizadas e enxertos";"Unrooted cuttings and slips"
"6022000";"60220";"Árvores, arbustos e silvados, de frutos comestíveis, enxertados ou não";"Trees, shrubs and bushes, grafted, with edible fruit"
"6023000";"60230";"Rododendros e azaleias, enxertados ou não";"Rhododendrons and azaleas, grafted or not"
"6024000";"60240";"Roseiras, enxertadas ou não";"Roses, grafted or not"
"6029010";"60290";"Micélios de cogumelos";"Mushroom spawn"
"6029021";"60290";"Mudas de plantas ornamentais orquídeas";"Orchids cuttings and slips"
"6029029";"60290";"Mudas de outras plantas ornamentais";"Other cuttings and slips of ornamental plants"
"6029081";"60290";"Mudas de cana-de-açúcar";"Sugar cane cuttings and slips"
"6029082";"60290";"Mudas de videira";"Grape vines cuttings and slips"
"6029083";"60290";"Mudas de café";"Coffee cuttings and slips of shrubs or trees"
"6029089";"60290";"Mudas de outras plantas";"Other cuttings and slips of plants"
"6029090";"60290";"Outras plantas vivas";"Other live plants"
"6031000";"60310";"Flores e seus botões, frescos, cortados para buquês, etc.";"Fresh cut flowers and buds forbouquets, etc."
"20089300";"200893";"Airelas vermelhas, preparadas ou conservadas de outro modo";"Cranberry red, prepared or preserved in other forms"
"20089710";"200897";"Misturas de frutas preparadas em água edulcorada, inclusive corantes";"Mixtures of fruits, prepared in water sweetened"
"20089790";"200897";"Misturas de frutas preparadas,conservadas de outro modo";"Mixtures of prepared fruit, otherwise preserved"
"20089900";"200899";"Outras frutas, partes de plantas, preparadas/conservadas de outro modo";"Fruit and other parts of plants, otherwise prepar/preser"
"20091100";"200911";"Suco (sumo) de laranja, não fermentados, sem adição de álcool, com ou sem adição de açúcar ou de outros edulcorantes, congelado";"Frozen/unfermented, orange juice"
"20091200";"200912";"Suco (sumo) de laranja, não fermentados, sem adição de álcool, com ou sem adição de açúcar ou de outros edulcorantes, não congelado, com valor Brix não superior a 20";"Orange juice, not frozen, brix value <= 20"
"20091900";"200919";"Outros sucos de laranjas, não fermentados, sem adição de álcool, com ou sem adição de açúcar ou de outros edulcorantes";"Other unfermented, orange juice"
"20092000";"200920";"Sucos de pomelos (""grapefruit""), não fermentados";"Grapefruit juice, unfermented"
"20092100";"200921";"Suco (sumo) de toranja e de pomelo, com valor Brix não superior a 20";"Grapefruit juice, of a brix value <= 20"
"18063210";"180632";"Chocolate não recheado, em tabletes, barras e paus";"Chocolate not filled, in tablets, slabs and bars"
"18063220";"180632";"Outras preparações alimentícias com cacau, não recheadas, em tabletes, etc.";"Oth.food prepar.containing cocoa, not filled, tablets, etc"
"18069000";"180690";"Outros chocolates e preparações alimentícias contendo cacau";"Other chocolate and  food preparations containing cocoa"
"19011010";"190110";"Leite modificado, para alimentação de crianças, acondicionadas para venda a retalho";"Modified milk, preparations for infant use"
"19011020";"190110";"Farinha láctea, para alimentação de crianças, acondicionadas para venda a retalho";"Lactea flour, preparations for infant use"
"19011030";"190110";"Preparações à base de farinha, grumos, sêmola ou amido, para alimentação de crianças, acondicionadas para venda a retalho";"Prep.basis of flours, meals or starch, for infant use"
"21041029";"210410";"Outros caldos e sopas, preparados";"Other soups and broths, prepared"
"21042000";"210420";"Preparações alimentícias compostas homogeneizadas";"Homogenised composite food preparations"
"21050010";"210500";"Sorvetes, mesmo que contenham cacau, em embalagens imediatas de conteúdo inferior ou igual a 2 kg";"Ice cream, whether or n/contain.cocoa, immed.pack.w<=2kg"
"21050090";"210500";"Outros sorvetes, mesmo que contenham cacau";"Other ice cream, even containing cocoa"
"21061000";"210610";"Concentrados de proteínas e substâncias proteicas texturizadas";"Protein concentrates and textured protein substances"
"21069010";"210690";"Outras preparações para elaboração de bebidas";"Other preparations for elaboration of drinks"
"21069021";"210690";"Pós para a fabricação de pudins, em embalagens imediatas de conteúdo inferior ou igual a 1 kg";"Powder forpreparations of puddings, immed.pack.wei.<=1kg"
"21069029";"210690";"Pós para preparações de cremes, sorvetes, flans, gelatinas ou preparações similares";"Powder forpreparations of cream, ice cream, jelly, etc."
"21069030";"210690";"Complementos alimentares";"Alimentary complements"
"21069040";"210690";"Misturas à base de ascorbato de sódio e glucose próprias para embutidos";"Mixtures with a basis of sodium ascorbate/glucose forpre"
"21069050";"210690";"Gomas de mascar, sem açúcar";"Chewing gum, without sugar"
"21069060";"210690";"Caramelos, confeitos, pastilhas e produtos semelhantes, sem açúcar";"Caramels, sweets, tablets and similar prod., ithout sugar"
"21069090";"210690";"Outras preparações alimentícias";"Other food preparations"
"22011000";"220110";"Águas minerais e águas gaseificadas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas";"Mineral waters/aerated waters n/ad.sug.n/flavoured, etc"
"22019000";"220190";"Outras águas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas, gelo e neve";"Other waters n/add.sug.n/flavoured, etc.ice/snow"
"3053910";"30539";"Filés de ling e zarbo, secos, salgados, em salmoura, não defumado";"Fillets of ling and tusk,dried,salted,in brine, not smk"
"3053990";"30539";"Filés de outros peixes, secos, salgados, em salmoura, não defumado";"Fillets of other fish,dried,salted,in brine,not smoked"
"3054100";"30541";"Salmões-do-pacífico, do atlântico e do danúbio, defumados";"Pacific salmon, atlantic salmon and danube salmon, smoked"
"3054200";"30542";"Arenques defumados, mesmo em filés";"Herrings in filets, smoked"
"3054300";"30543";"Truta defumada, mesmo em filés";"Smoked trout, even in fillets"
"10063029";"100630";"Outros tipode de arroz semibranqueado ou branqueado, não parboilizado";"Ot.kind of semi-mil/wholly milled rice, etc.not parboiled"
"10064000";"100640";"Arroz quebrado";"Broken rice"
"10070010";"100700";"Sorgo em grão para semeadura";"Grain sorghum, for sowing"
"10070090";"100700";"Sorgo em grão, exceto para semeadura";"Grain sorghum, except for sowing"
"10071000";"100710";"Sorgo de grão, para semeadura";"Grain sorghum, for sowing"
"10079000";"100790";"Sorgo de grão, exceto para semeadura";"Grain sorghum, except for sowing"
"10081010";"100810";"Trigo mourisco para semeadura";"Buckwheat for sowing"
"10081090";"100810";"Trigo mourisco, exceto para semeadura";"Buckwheat, except for sowing"
"10082010";"100820";"Painço para semeadura";"Millet for sowing"
"10082090";"100820";"Painço, exceto para semeadura";"Millet, except for sowing"
"10082100";"100821";"Painço, para semeadura";"Millet, for sowing"
"10082110";"100821";"Milheto (Pennisetum glaucum), para semeadura";"Millet (Pennisetum glaucum),  for sowing"
"10082190";"100821";"Outros painços, para semeadura";"Other millets, for sowing"
"10082900";"100829";"Painço, exceto para semeadura";"Millet, except for sowing"
"10082910";"100829";"Milheto (Pennisetum glaucum), exceto para semeadura";"Millet (Pennisetum glaucum),  except for sowing"
"10082990";"100829";"Outros painços, exceto para semeadura";"Other millets, except for sowing"
"10083010";"100830";"Alpiste para semeadura";"Canary seed"
"10083090";"100830";"Alpiste, exceto para semeadura";"Canary seed, except for sowing"
"10084010";"100840";"Milhã (Digitaria spp.), para semeadura";"Mile (digitaria spp.), for sowing"
"10084090";"100840";"Milhã (Digitaria spp.), exceto para semeadura";"Mile (digitaria spp.), except for sowing"
"10085010";"100850";"Quinoa (Chenopodium quinoa), para semeadura";"Quinoa, for sowing"
"10085090";"100850";"Quinoa (Chenopodium quinoa), exceto para semeadura";"Quinoa, except for sowing"
"10086010";"100860";"Triticale, para semeadura";"Triticale, for sowing"
"10086090";"100860";"Triticale, exceto para semeadura";"Triticale, except for sowing"
"10089010";"100890";"Outros cereais para semeadura";"Other cereals for sowing"
"16041600";"160416";"Preparações e conservas, de anchovas, inteiros ou em pedaços, exceto peixes picados";"Prepared preserved, of anchovies, whole or in pieces"
"16041700";"160417";"Preparações e conservas, de enguias";"Prepared or preserved, eel"
"29335192";"293351";"Butalbital e seus sais";"Butalbital and its salts"
"29335193";"293351";"Secobarbital e seus sais";"Secobarbital and its salts"
"29335194";"293351";"Vinilbital (""vinylbital"") e seus sais";"Vinylbital and its salts"
"29335199";"293351";"Outras maloniluréias e seus derivados e seus sais";"Other derivatives of malonylurea and salts thereof"
"29335200";"293352";"Malonilureia (acido barbitúrico) e seus sais";"Malonylurea (barbituric acid) and its salts"
"29335311";"293353";"Alobarbital e seus sais";"Allobarbital and its salts"
"29335312";"293353";"Amobarbital e seus sais";"Amobarbital and its salts"
"29335321";"293353";"Barbital e seus sais";"Barbital and its salts"
"29335322";"293353";"Butalbital e seus sais";"Butalbital and its salts"
"29335323";"293353";"Butobarbital e seus sais";"Butethal and its salts"
"29335330";"293353";"Ciclobarbital e seus sais";"Cyclobarbital and its salts"
"29335340";"293353";"Fenobarbital e seus sais";"Phenobarbital and its salts"
"29335350";"293353";"Metilfenobarbital e seus sais";"Methylphenobarbital and its salts"
"29335360";"293353";"Pentobarbital e seus sais";"Pentobarbital and its salts"
"29335371";"293353";"Secbutabarbital e seus sais";"Secbutabarbital and its salts"
"29335372";"293353";"Secobarbital e seus sais";"Secobarbital and its salts"
"29335380";"293353";"Venilbital e seus sais";"Vinylbital and its salts"
"29335400";"293354";"Outros derivados da manolinureia (ácido barbitúrico)";"Other derivatives of malonylurea (barbituric acid)"
"29335510";"293355";"Loprazolam e seus sais";"Loprazolam and its salts"
"29335520";"293355";"Mecloqualona e seus sais";"Mecloqualone and its salts"
"29335530";"293355";"Metaqualona e seus sais";"Methaqualone and its salts"
"29335540";"293355";"Zipeprol e seus sais";"Zipeprol and its salts"
"29391169";"293911";"Outros";"Other"
"29391170";"293911";"Nicomorfina e seus sais";"Nicomorphine and its salts"
"29391181";"293911";"Oxicodona e seus sais";"Oxycodone and its salts"
"29391182";"293911";"Oximorfona e seus sais";"Oxymorphone and its salts"
"29391191";"293911";"Tebacona e seus sais";"Thebacon and its salts"
"30039047";"300390";"Medicamento contendo diclofenaco de sódio, etc, exceto em doses";"Medicament c/diclofenac sodium, etc, exc.doses"
"30039048";"300390";"Medicamento contendo melfalano, clorambucil, etc, exceto em doses";"Medicament c/melfalan, chlorambucil, etc, exc.doses"
"30039049";"300390";"Medicamento contendo outros compostos função amina, etc, exceto em doses";"Medicine with other compounds w/ amine functions, ex.do"
"30039051";"300390";"Medicamento contendo metoclopramida, etc, exceto em doses";"Medicament containing metoclopramide, etc, exc.in doses"
"30039052";"300390";"Medicamento contendo atenolol/prilocaína/etc, exceto em doses";"Medicament c/atenolol/prilocaine/etc, exc.in doses"
"30039053";"300390";"Medicamento contendo lidocaína/seu cloridrato, etc, exceto em doses";"Medicament c/lidocaine/its hydrochloride, etc, exc.doses"
"30039054";"300390";"Medicamento contendo femproporex, exceto em doses";"Medicament containing fenproporex, exc.in doses"
"30039055";"300390";"Medicamento contendo paracetamol ou bromoprida, exceto em doses";"Medicament c/paracetamol or bromopride, exc.in doses"
"30039056";"300390";"Medicamento contendo amitraz ou cipermetrina, exceto em doses";"Medicament c/amitraz or cypermethrin, exc.in doses"
"30039057";"300390";"Medicamento contendo clorexidina/seus sais, etc, exceto em doses";"Medicament c/chlorhexidine/its salts, etc.exc.in doses"
"28530090";"285300";"Outros compostos inorgânicos/amálgamas, exceto de metais preciosos";"Other inorganic compounds, amalgams, except of precious metals"
"29011000";"290110";"Hidrocarbonetos acíclicos saturados";"Acyclic hydrocarbons saturated"
"29012100";"290121";"Etileno não saturado";"Ethylene not saturated"
"29012200";"290122";"Propeno (propileno) não saturado";"Propene (propylene) not saturated"
"29012300";"290123";"Buteno (butileno) não saturado e seus isômeros";"Butene (butylene) not saturated and their isomers"
"29012410";"290124";"Buta-1, 3-dieno não saturado";"Buta-1, 3-diene not saturated"
"29096012";"290960";"Hidroperóxido de ter-butila";"Alcohol peroxides of tert-butyl"
"29096013";"290960";"Hidroperóxido de p-mentano";"Alcohol peroxides of p-menthane"
"29096019";"290960";"Outros hidroperóxidos de alcoóis, éteres, cetonas e derivados";"Other alcohol peroxides, ethers, acetone and derivat."
"29096020";"290960";"Peróxidos de alcoóis, éteres, cetonas, derivados halogenados, etc.";"Alcohol peroxides, ethers, acetone, deriv.halogenated, etc"
"29101000";"291010";"Oxirano (óxido de etileno)";"Oxirane (ethylene oxide)"
"29102000";"291020";"Metiloxirano (óxido de propileno)";"Methyloxirane (propylene oxide)"
"29103000";"291030";"1-cloro-2, 3-epoxipropano (epicloridrina)";"1-chloro-2, 3-epoxypropane (epichlorohydrin)"
"29104000";"291040";"Dieldrin";"Dieldrin"
"29399049";"293990";"Outros derivados da cocaína e seus sais";"Other derivatives of cocaine and its salts"
"30039084";"300390";"Medicamento contendo ftalilsulfatiazol/bumetanida, etc, exceto em doses";"Medicam.c/phthalylsulfathiazol/bumetanid, etc.exc.doses"
"30039085";"300390";"Medicamento contendo enantato de flufenazina, etc, exceto em doses";"Medicament c/fluphenazine enanthate, etc.exc.doses"
"28121021";"281210";"Oxidicloreto de enxofre (cloreto de tionila)";"Sulphur dichloride oxide (thionyl chloride)"
"28121022";"281210";"Oxitricloreto de fósforo (cloreto de fosforila)";"Phosphorus trichloride oxide (phosphoryl chloride)"
"29012420";"290124";"Isopreno não saturado";"Isoprene not saturated"
"29012900";"290129";"Outros hidrocarbonetos acíclicos não saturados";"Other acyclic hydrocarbons not saturated"
"29021100";"290211";"Cicloexano";"Cyclohexane"
"29021910";"290219";"Limoneno";"Limonene"
"29021990";"290219";"Outros hidrocarbonetos ciclânicos, ciclênicos, cicloterpênicos";"Other cyclanic, cyclenic, cycloterpenic hydrocarbons"
"29022000";"290220";"Benzeno";"Benzene"
"29023000";"290230";"Tolueno";"Toluene"
"29024100";"290241";"O-xileno";"Xylenes"
"29024200";"290242";"M-xileno";"M-xylene"
"29024300";"290243";"P-xileno";"P-xylene"
"29024400";"290244";"Mistura de isômeros do xileno";"Mixed xylene isomers"
"29025000";"290250";"Estireno";"Styrene"
"29026000";"290260";"Etilbenzeno";"Ethylbenzene"
"29027000";"290270";"Cumeno";"Cumene"
"29029010";"290290";"Difenila (1,1'-bifenila)";"Diphenyl (1-biphenyl)"
"29029020";"290290";"Naftaleno";"Naphthalene (cyclic hydrocarbon)"
"29029030";"290290";"Antraceno";"Anthracene"
"29029040";"290290";"Alfa-metilestireno";"A-methylstyrene"
"29029090";"290290";"Outros hidrocarbonetos cíclicos";"Other cyclic hydrocarbons"
"29031110";"290311";"Clorometano (cloreto de metila)";"Chloromethane (methyl chloride)"
"29031120";"290311";"Cloroetano (cloreto de etila)";"Chloroethane (ethyl chloride)"
"29031200";"290312";"Diclorometano (cloreto de metileno)";"Dichloromethane (methylene chloride)"
"29031300";"290313";"Clorofórmio (triclorometano)";"Chloroform (trichloromethane)"
"29031400";"290314";"Tetracloreto de carbono";"Carbon tetrachloride"
"29031500";"290315";"Dicloreto de etileno (ISO) (1,2-dicloroetano)";"1, 2-dichloroethane (ethylene dichloride)"
"29031600";"290316";"1, 2-dicloropropano (cloreto propileno) e diclorobutanos";"1, 2-dichloropropene(propylene chloride)and dichlorobut."
"29031910";"290319";"1,1,1-Tricloroetano (metilclorofórmio)";"1, 1, 1-trichloroethane (methyl chloroform)"
"29031920";"290319";"1,1,2-Tricloroetano";"1, 1, 2-trichloroethane"
"29121999";"291219";"Outros aldeídos acíclicos não contendo outras funções oxigenadas";"Other acyclic aldheydes n/cont.ot.oxygenated functions"
"29122100";"291221";"Benzaldeído (aldeído benzóico)";"Benzaldehyde"
"29122910";"291229";"Aldeído alfa-amilcinâmico";"Alpha-amylcinnamaldehyde"
"29122920";"291229";"Aldeído alfa-hexilcinâmico";"Alpha-hexylcinnamaldehyde"
"29122990";"291229";"Outros aldeídos cíclicos não contendo outras funções oxigenadas";"Other cyclic aldehyde n/cont.oth.oxygen function"
"29123010";"291230";"4-(4-hidroxi-4metilpentil)-3-cicloexeno-1-carboxialdeid";"4-(4-hydroxy-4-methylpentyl)-3-cyclohexen-1-carboxyald."
"29123090";"291230";"Outros aldeídos-alcoóis";"Other aldehyde-alcohols"
"29124100";"291241";"Vanilina (aldeído metilprotocatéquico)";"Vanillin (4-hydroxy-3-methoxybenzaldehyde)"
"29124200";"291242";"Etilvanilina (aldeído etilprotocatéquico)";"Ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)"
"29124910";"291249";"3-Fenoxibenzaldeído";"3-phenoxybenzaldehyde"
"29124920";"291249";"3-Hidroxibenzaldeído";"3-hydroxybenzaldehyde"
"29124930";"291249";"3,4,5-Trimetoxibenzaldeído";"3, 4, 5-trimethoxybenzaldehyde"
"29124941";"291249";"4-(4-Hidroxi-4-metilpentil)-3-cicloexeno-1-carboxialdeído";"4-(4-hidroxi-4-metilpentil)-3-cicloexeno-1-carboxialde"
"29124949";"291249";"Outros aldeídos-alcoóis";"Other aldehydes-alcohols"
"29124990";"291249";"Outros aldeídos-éteres, aldeídos-fenóis e com funções oxigenadas";"Ot.ether-aldehydes, phen-aldehydes w/ot.oxygen function"
"29125000";"291250";"Polímeros cíclicos dos aldeídos";"Cyclic polymers of aldehydes"
"29126000";"291260";"Paraformaldeído";"Paraformaldehyde"
"29130010";"291300";"Tricloroacetaldeído";"Trichloroacetaldehyde"
"29130090";"291300";"Outros derivados halogenados, sulfonados, etc, dos aldeídos";"Other aldehydes halog.deriv., sulphonated, etc"
"29141100";"291411";"Acetonas que não contenham outras funções oxigenadas";"Acetone n/containing other fuction oxygen"
"29141200";"291412";"Butanona (metiletilcetona)";"Butanone (methyl ethyl ketone)"
"29141300";"291413";"4-Metilpentan-2-ona (metilisobutilcetona)";"4-methylpentan-2-one (methyl isobutyl ketone)"
"28441000";"284410";"Urânio natural e seus compostos, ligas, dispersões (incluindo os ceramais (cermets)), produtos cerâmicos e misturas que contenham urânio natural ou compostos de urânio natural";"Natural uranium and its compounds, alloys, dispers, etc"
"29081100";"290811";"Pentaclorofenol (ISO) e seus sais";"Pentachlorophenol and its salts"
"29081911";"290819";"4-Cloro-m-cresol e seus sais";"4-chloro-m-cresol and its salts"
"29081912";"290819";"Diclorofenóis e seus sais";"Dichorophenols and their salts"
"29081913";"290819";"p-Clorofenol";"P-chlorophenol"
"29081914";"290819";"Triclorofenóis e seus sais";"Trichlorophenols and their salts"
"29081915";"290819";"Tetraclorofenóis e seus sais";"Tetrachlorophenols and their salts"
"10020090";"100200";"Centeio, exceto para semeadura";"Rye, except for sowing"
"10021000";"100210";"Centeio, para semeadura";"Rye for sowing"
"10029000";"100290";"Centeio, exceto para semeadura";"Rye, except for sowing"
"4029100";"40291";"Outros leites, cremes de leite, concentrados, sem adição de açúcar ou de outros edulcorantes";"Other milk, cream of milk, concentrated, n/sugar"
"10030010";"100300";"Cevada para semeadura";"Barley for sowing"
"10030091";"100300";"Cevada cervejeira";"Barley brewer"
"10030098";"100300";"Cevada em grão, exceto cervejeira ou para semeadura";"Barley in grain, except brewer or for sowing"
"10030099";"100300";"Outras espécies de cevada, exceto em grão";"Other barley species, except in grain"
"10031000";"100310";"Cevada, para semeadura";"Barley for sowing"
"10039010";"100390";"Cevada cervejeira";"Malting barley"
"25062900";"250629";"Outras formas de quartzitos";"Other forms of quartzite"
"25070010";"250700";"Caulim (caulino), mesmo calcinados";"Kaolin"
"25070090";"250700";"Outras argilas caulínicas, mesmo calcinadas";"Other kaolinic clays, whether or not calcined"
"25081000";"250810";"Bentonita";"Bentonite"
"25082000";"250820";"Terras descorantes e terras de pisão (terras ""fuller"")";"Decolourizing earths and fuller's earth"
"25083000";"250830";"Argilas refratárias";"Fire-clay"
"25084010";"250840";"Argilas plásticas, com teor de Fe2O3, em peso, inferior a 1,5 % e com perda por calcinação, em peso, superior a 12 %";"Plast.clays, of an fe2o3 cont.wei.<1, 5% a calc.loss>12%"
"25084090";"250840";"Outras argilas";"Other clays"
"16022000";"160220";"Preparações alimentícias e conservas, de fígados de quaisquer animais";"Prepared preserved edible, of liver of animals"
"16023100";"160231";"Preparações alimentícias e conservas, de peruas e de perus";"Prepared preserved edible, of turkey"
"16023200";"160232";"Preparações alimentícias e conservas,  de galos,  galinhas";"Prepared preser.edible, of fowls, of spec.gallus domestic"
"16023210";"160232";"Preparações e conservas de galos e galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas";"Rooster/chicken, uncooked, meat > 57% weight"
"16023220";"160232";"Preparações e conservas de galos e galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas";"Rooster/chicken, cooked, meat > 57% weight"
"16023230";"160232";"Preparações e conservas de galos e galinhas, com conteúdo de carne ou de miudezas superior ou igual a 25 % e inferior a 57 %, em peso";"Rooster/chicken, meat 25 <= weight < 57%"
"16023290";"160232";"Outras preparações e conservas de galos e galinhas";"Other prepared/preserved, of fowls"
"16023900";"160239";"Preparações alimentícias e conservas, de outras aves";"Prepared preserved edible, of other birds"
"16024100";"160241";"Preparações alimentícias em conservas, de pernas, seus pedaços, de suínos";"Prepared preserved edible, hams, cuts thereof, of swine"
"16024200";"160242";"Preparações alimentícias/conservas, de pás, seus pedaços, de suínos";"Prepared preserv.edible, shoulders, cuts thereof, of swine"
"16024900";"160249";"Outras preparações alimentícias e conservas, de suínos e misturas";"Oth.prepared preserved edible, of swine and mixtures"
"16025000";"160250";"Preparações alimentícias e conservas, da espécie bovina";"Prepared preserved edible, of bovine"
